IDNUM,year,Fall,Spring,Summer,Winter
1151,2019,14.41952666,6.119014636,2.595314291,15.97117234
1165,2019,17.75037402,7.381888855,3.070359094,19.75032165
1166,2019,16.120436,6.712287969,2.809417956,17.8130066
1195,2019,15.20562262,5.955275621,2.49500552,17.17006728
1196,2019,15.20562262,5.955275621,2.49500552,17.17006728
1226,2019,8.898194787,3.896756084,1.517454489,10.33323493
1241,2019,12.78193317,5.495703379,2.194188267,14.24131428
1252,2019,9.34645486,4.275820791,1.646988942,10.38946715
1258,2019,9.34645486,4.275820791,1.646988942,10.38946715
1262,2019,9.34645486,4.275820791,1.646988942,10.38946715
1271,2019,12.78193317,5.495703379,2.194188267,14.24131428
1273,2019,12.78193317,5.495703379,2.194188267,14.24131428
1275,2019,12.65609452,5.583735056,2.277303598,13.86080257
1279,2019,12.65609452,5.583735056,2.277303598,13.86080257
1281,2019,11.96081665,5.212845304,2.09482035,13.29534364
1295,2019,17.09065924,7.299353591,2.945181815,18.90406062
130,2019,12.41398617,5.723616768,2.272703325,14.80890688
1313,2019,8.630197363,4.083107403,1.410635935,9.76192948
132,2019,9.149291211,4.58654192,1.958146111,10.42155862
1328,2019,8.640578538,4.107529129,1.405859062,9.704895707
133,2019,10.47876238,5.030656427,2.073443495,12.02801554
134,2019,10.47876238,5.030656427,2.073443495,12.02801554
1345,2019,7.980796356,3.674351993,1.304800456,9.047291699
1361,2019,8.377427365,4.005614233,1.379489161,9.401877438
137,2019,10.47876238,5.030656427,2.073443495,12.02801554
1385,2019,8.915744975,4.257128301,1.439466016,9.945724041
140,2019,10.47876238,5.030656427,2.073443495,12.02801554
1401,2019,8.529560483,4.122902969,1.388211961,9.612692084
1405,2019,9.202783878,4.45079842,1.475535941,10.3022883
1407,2019,9.202783878,4.45079842,1.475535941,10.3022883
1409,2019,8.529560483,4.122902969,1.388211961,9.612692084
1410,2019,8.529560483,4.122902969,1.388211961,9.612692084
1441,2019,7.383295658,3.228121341,1.202379425,8.560077293
1449,2019,6.486076097,3.06447081,1.183671775,7.352091812
145,2019,11.55064467,5.443010214,2.174338178,13.60327052
1458,2019,7.685858171,3.655387115,1.303686257,8.830957879
1462,2019,6.571071307,3.068327936,1.187644881,7.497064649
1468,2019,7.409702494,3.354703073,1.291568159,8.337792046
1470,2019,7.409702494,3.354703073,1.291568159,8.337792046
1474,2019,7.617125759,3.396644843,1.34471124,8.482262929
1488,2019,5.769137103,2.684637865,1.09622039,6.468123928
1504,2019,6.940266646,3.05742271,1.20464016,8.132453233
1535,2019,7.107961224,3.144479568,1.326588356,8.209582921
1536,2019,6.361372772,2.854096876,1.14072578,7.420843956
1539,2019,5.769137103,2.684637865,1.09622039,6.468123928
154,2019,11.92995484,5.516884009,2.199790946,13.94762057
1541,2019,5.897047047,2.739308163,1.117984124,6.64476867
1543,2019,6.592395902,2.95818517,1.148390422,7.582439603
1544,2019,6.592395902,2.95818517,1.148390422,7.582439603
1545,2019,7.383295658,3.228121341,1.202379425,8.560077293
1559,2019,7.71502365,3.361284872,1.241007139,9.04589683
1569,2019,7.740824458,3.04654207,1.181155124,9.354799927
1570,2019,7.740824458,3.04654207,1.181155124,9.354799927
158,2019,13.11926105,5.906628409,2.29956756,15.64845819
1583,2019,8.946007446,3.431330099,1.375997744,10.61656025
1586,2019,10.91660826,4.228448895,1.749289598,12.70381253
1598,2019,10.63123468,3.999999161,1.661112369,12.47634368
1601,2019,12.84735234,4.888226158,2.064299599,14.97777143
16010,2019,10.8257785,4.758699056,1.801869648,12.27125348
16017,2019,12.63865095,5.83139955,2.436225532,14.48809231
16021,2019,15.61475224,6.296144241,2.718595714,17.98109708
16027,2019,7.71502365,3.361284872,1.241007139,9.04589683
16029,2019,10.16422405,4.842468843,2.060162063,11.52413547
1606,2019,10.63123468,3.999999161,1.661112369,12.47634368
1608,2019,12.84735234,4.888226158,2.064299599,14.97777143
16101,2019,13.83094566,5.889306019,2.446644644,15.87891914
16130,2019,12.64133781,5.600254418,2.415542548,14.35452009
16149,2019,14.43052352,6.023000669,2.494142889,16.59640595
16150,2019,12.25947309,5.441967281,2.354860579,13.93561746
16154,2019,5.793851115,2.662957531,1.083948347,6.518516487
1616,2019,11.13594105,4.185942471,1.775479435,12.89521387
16220,2019,5.93013473,2.723814175,1.096908431,6.783791168
16221,2019,9.149291211,4.58654192,1.958146111,10.42155862
16222,2019,10.01871743,5.020178595,2.118094134,10.95504709
16241,2019,13.54193108,5.780620208,2.361736238,15.50888839
16246,2019,13.83094566,5.889306019,2.446644644,15.87891914
16300,2019,6.7819242,2.765479013,1.101701621,8.087536925
1640,2019,6.214939593,2.720192948,1.079749505,7.193967073
16403,2019,14.41952666,6.119014636,2.595314291,15.97117234
16427,2019,13.83094566,5.889306019,2.446644644,15.87891914
16447,2019,14.18335338,5.971875962,2.447103722,16.25152304
16475,2019,14.02843534,5.956539559,2.566660658,16.13026971
1648,2019,6.214939593,2.720192948,1.079749505,7.193967073
1649,2019,6.214939593,2.720192948,1.079749505,7.193967073
165,2019,11.78978899,5.361101477,2.06992131,13.77239125
16585,2019,10.62274312,4.985571182,2.128493892,12.1074155
16587,2019,13.33504066,5.69043437,2.257828301,15.05769922
166,2019,10.41535724,4.688297306,1.793047146,12.24387687
1677,2019,7.195414185,2.787037049,1.104582498,8.670797624
1678,2019,6.398834348,2.760774431,1.111169156,7.4226743
1680,2019,7.350050887,2.844553921,1.114679663,8.939947439
16978,2019,10.01380389,3.757532417,1.464218273,11.60971631
16984,2019,12.41398617,5.723616768,2.272703325,14.80890688
1699,2019,7.815596586,2.858287291,1.137770139,9.530413523
170,2019,10.41535724,4.688297306,1.793047146,12.24387687
1704,2019,7.815596586,2.858287291,1.137770139,9.530413523
1705,2019,7.200458235,2.734533608,1.096037355,8.759614268
17158,2019,14.79145983,6.03662749,2.494730943,16.9524397
1716,2019,7.406176445,2.731292059,1.109642473,9.071265301
1729,2019,7.482170685,2.759702132,1.104699992,9.176417487
1735,2019,7.482170685,2.759702132,1.104699992,9.176417487
17361,2019,11.48177811,5.535303104,2.419483584,13.3934466
174,2019,10.41535724,4.688297306,1.793047146,12.24387687
1752,2019,10.01380389,3.757532417,1.464218273,11.60971631
1771,2019,12.89582724,6.122106975,2.635452379,14.71447988
17729,2019,16.120436,6.712287969,2.809417956,17.8130066
17731,2019,7.177529219,2.742466906,1.097566621,8.729314206
17740,2019,11.46647854,5.264649825,2.251814568,12.98854439
17746,2019,10.30223717,5.273665869,2.201476239,11.22848237
17772,2019,13.54193108,5.780620208,2.361736238,15.50888839
1778,2019,11.60549049,5.752913994,2.475246185,12.74749043
178,2019,10.41535724,4.688297306,1.793047146,12.24387687
17832,2019,10.48860346,4.907410101,2.077849743,11.9215188
17884,2019,14.18335338,5.971875962,2.447103722,16.25152304
17930,2019,14.53906908,5.492096287,2.210681674,16.69294049
1796,2019,10.30223717,5.273665869,2.201476239,11.22848237
1797,2019,10.30223717,5.273665869,2.201476239,11.22848237
1805,2019,8.395086654,4.102472433,1.788039802,9.189032307
1807,2019,8.395086654,4.102472433,1.788039802,9.189032307
18113,2019,8.242829049,3.114082332,1.169989909,9.945486399
18146,2019,10.82184922,5.408737512,2.268669032,11.96158094
182,2019,11.78978899,5.361101477,2.06992131,13.77239125
1829,2019,11.60549049,5.752913994,2.475246185,12.74749043
1833,2019,13.40657147,6.892188365,2.944174612,14.47210488
18332,2019,9.916759112,4.779191313,2.016819359,11.2461119
18348,2019,9.701418895,4.690828517,1.980466271,10.96642352
18352,2019,11.92995484,5.516884009,2.199790946,13.94762057
18376,2019,11.80189009,5.299762059,2.296525562,13.35785651
18388,2019,12.64133781,5.600254418,2.415542548,14.35452009
1843,2019,11.62490491,5.656993455,2.466995904,12.78680593
1844,2019,11.62490491,5.656993455,2.466995904,12.78680593
1845,2019,11.62490491,5.656993455,2.466995904,12.78680593
1846,2019,11.62490491,5.656993455,2.466995904,12.78680593
185,2019,12.10446756,5.455173875,2.044293082,14.56116856
1857,2019,13.76100887,6.502998106,2.81142975,15.11882158
1874,2019,14.94917919,6.961046643,2.98208577,16.36250581
1877,2019,14.94917919,6.961046643,2.98208577,16.36250581
1884,2019,14.94917919,6.961046643,2.98208577,16.36250581
1887,2019,14.94917919,6.961046643,2.98208577,16.36250581
1896,2019,16.37743333,7.521718677,3.23209215,18.80463189
1898,2019,7.183383519,3.098781292,0.970852886,8.405947864
1907,2019,9.8233866,4.321954053,1.51818683,11.32494414
193,2019,10.3642385,4.941424992,2.078709345,11.81974946
1949,2019,9.675744393,4.5481224,1.567898891,12.017152
195,2019,10.3642385,4.941424992,2.078709345,11.81974946
1955,2019,8.551027687,4.005374201,1.497712124,10.36953532
1965,2019,9.261798206,4.235607345,1.555244321,10.72211714
1972,2019,9.261798206,4.235607345,1.555244321,10.72211714
1981,2019,9.261798206,4.235607345,1.555244321,10.72211714
1984,2019,9.573556289,4.371924617,1.586413773,11.12171001
1986,2019,9.573556289,4.371924617,1.586413773,11.12171001
1990,2019,9.333683564,4.267981948,1.565905954,10.81626263
1998,2019,9.463056031,4.281681505,1.529109002,11.0248092
20040,2019,13.3303318,5.887278611,2.590238223,15.17670019
20047,2019,13.33504066,5.69043437,2.257828301,15.05769922
20055,2019,11.62490491,5.656993455,2.466995904,12.78680593
20056,2019,15.26731665,6.33509124,2.809277786,17.40847371
20057,2019,14.41340193,6.189947486,2.587246498,16.26514882
20071,2019,14.35341538,5.891685912,2.468936261,16.38938954
2008,2019,9.573556289,4.371924617,1.586413773,11.12171001
20158,2019,9.840942663,4.409415871,1.635695433,11.12907386
2016,2019,9.625586469,4.362220183,1.559999883,11.20316977
2018,2019,9.625586469,4.362220183,1.559999883,11.20316977
20228,2019,12.25947309,5.441967281,2.354860579,13.93561746
20229,2019,6.486076097,3.06447081,1.183671775,7.352091812
20230,2019,7.71502365,3.361284872,1.241007139,9.04589683
20232,2019,11.39534409,5.174544163,2.19725641,12.89808933
20238,2019,9.885069765,4.241973868,1.675515893,11.05613417
20240,2019,10.83597043,4.958182849,2.047268983,12.25793097
20241,2019,6.7819242,2.765479013,1.101701621,8.087536925
2028,2019,10.23473321,4.583098143,1.572972246,12.28288935
20379,2019,15.26306102,5.990792004,2.527346947,17.43946046
20421,2019,11.39534409,5.174544163,2.19725641,12.89808933
20422,2019,9.976267012,4.425670784,1.67361449,11.26868922
20426,2019,11.99607084,5.645382822,2.231247477,14.2452789
2045,2019,9.71956098,4.418182908,1.656769294,11.05622581
2046,2019,9.71956098,4.418182908,1.656769294,11.05622581
2050,2019,9.349878609,4.255374717,1.577357107,10.79020583
205161,2019,9.675744393,4.5481224,1.567898891,12.017152
205178,2019,12.79147116,5.661362047,2.193661571,15.27556687
205242,2019,9.966867771,4.48187306,1.649021522,12.14112598
2056,2019,9.607287855,4.363725382,1.606630835,11.07876537
2061,2019,9.743659656,4.404099193,1.615249504,11.14283546
20613,2019,8.529560483,4.122902969,1.388211961,9.612692084
20616,2019,13.76100887,6.502998106,2.81142975,15.11882158
20618,2019,13.77684063,5.555036605,2.316081764,15.77578224
20620,2019,8.275755459,3.873381828,1.388445686,9.347790613
20622,2019,12.41398617,5.723616768,2.272703325,14.80890688
20632,2019,16.43321861,7.420883711,3.23109898,18.33483711
20633,2019,10.38422472,4.946321662,2.110073872,11.70466714
2068,2019,9.987577768,4.496343935,1.643555956,11.32848659
208,2019,9.743375003,4.761518226,2.002725718,10.99050515
20801,2019,15.21296911,6.307190279,2.862294006,16.93795717
20804,2019,10.8257785,4.758699056,1.801869648,12.27125348
20806,2019,14.94917919,6.961046643,2.98208577,16.36250581
20808,2019,14.41340193,6.189947486,2.587246498,16.26514882
20811,2019,13.82318961,5.762535987,2.533570802,15.79547157
20814,2019,17.09065924,7.299353591,2.945181815,18.90406062
20818,2019,10.63123468,3.999999161,1.661112369,12.47634368
20819,2019,10.16422405,4.842468843,2.060162063,11.52413547
2087,2019,9.482125831,4.284578772,1.538200317,10.86519291
2089,2019,10.39213723,4.594627194,1.68756065,11.75936103
2091,2019,10.69765066,4.685557159,1.732151007,12.09905729
20994,2019,10.62274312,4.985571182,2.128493892,12.1074155
20995,2019,16.24914309,6.190540631,2.744433545,18.57316371
210,2019,9.743375003,4.761518226,2.002725718,10.99050515
21003,2019,16.44134513,6.756069164,2.944819703,17.98485537
21011,2019,14.39895054,5.854939462,2.476825978,16.30673856
21012,2019,11.96081665,5.212845304,2.09482035,13.29534364
21013,2019,14.91189854,5.999911092,2.53038265,17.12873127
21014,2019,11.20215784,5.185627561,2.205249928,12.56289348
21015,2019,11.48177811,5.535303104,2.419483584,13.3934466
21021,2019,11.09570744,4.881057139,1.978288601,12.5620119
2103,2019,9.839942631,4.389686131,1.593234182,11.36011716
2117,2019,9.8233866,4.321954053,1.51818683,11.32494414
21186,2019,12.62881661,5.42149904,2.199799817,14.16807137
21192,2019,11.09570744,4.881057139,1.978288601,12.5620119
21193,2019,12.89582724,6.122106975,2.635452379,14.71447988
21194,2019,12.15302052,5.687690714,2.53798771,14.02918628
21196,2019,11.17920641,4.652593666,1.688085211,12.77438312
21199,2019,10.97806659,5.04294252,2.157166618,12.45460965
2122,2019,9.736354048,4.409834161,1.594619569,11.23383221
2127,2019,9.448771187,4.266366032,1.515834954,11.06450026
2130,2019,9.868609624,4.363841904,1.582249719,11.36171408
2137,2019,9.320898987,4.22361924,1.496875491,11.02983901
214,2019,9.916759112,4.779191313,2.016819359,11.2461119
2144,2019,9.448771187,4.266366032,1.515834954,11.06450026
2145,2019,9.448771187,4.266366032,1.515834954,11.06450026
215,2019,9.916759112,4.779191313,2.016819359,11.2461119
2150,2019,9.33015107,4.235646487,1.486807507,10.99762897
2154,2019,9.249802395,4.196568901,1.463164606,10.97822149
21576,2019,11.17920641,4.652593666,1.688085211,12.77438312
21588,2019,14.41340193,6.189947486,2.587246498,16.26514882
2161,2019,9.33015107,4.235646487,1.486807507,10.99762897
2167,2019,9.653497626,4.357815093,1.516626101,11.54008471
2171,2019,9.653497626,4.357815093,1.516626101,11.54008471
2172,2019,9.653497626,4.357815093,1.516626101,11.54008471
21762,2019,14.51587136,6.028947063,2.68439782,16.56976098
21778,2019,10.8257785,4.758699056,1.801869648,12.27125348
2178,2019,9.249802395,4.196568901,1.463164606,10.97822149
21780,2019,11.96081665,5.212845304,2.09482035,13.29534364
218,2019,9.701418895,4.690828517,1.980466271,10.96642352
2180,2019,9.326747881,4.207292534,1.47080118,11.10246226
2183,2019,9.268868761,4.197247992,1.454836297,11.11034207
2193,2019,9.266623153,4.239575505,1.458729906,11.2253594
2195,2019,9.811276226,4.440081574,1.559349444,11.8818708
21953,2019,6.361372772,2.854096876,1.14072578,7.420843956
21967,2019,14.91189854,5.999911092,2.53038265,17.12873127
21981,2019,18.80554061,7.212578084,3.220789744,20.72235469
2208,2019,9.16291924,4.17187391,1.463548775,10.88252225
2211,2019,9.179174982,4.154582797,1.43817982,10.958837
22150,2019,8.946007446,3.431330099,1.375997744,10.61656025
22156,2019,11.57096581,5.49621388,2.240531382,13.68557254
22158,2019,14.94917919,6.961046643,2.98208577,16.36250581
2217,2019,9.076759214,4.128882688,1.415607816,10.91783851
22175,2019,13.21234478,5.627522804,2.308188581,15.10904045
2218,2019,9.076759214,4.128882688,1.415607816,10.91783851
2228,2019,9.333619219,4.186546883,1.453416926,11.21726919
223,2019,12.62447666,5.635463347,2.260554761,14.50562907
2233,2019,9.230966268,4.257815109,1.441684259,11.18402672
22342,2019,16.14627638,8.047033206,3.557987131,17.43040461
2235,2019,9.230966268,4.257815109,1.441684259,11.18402672
22368,2019,10.47876238,5.030656427,2.073443495,12.02801554
2237,2019,9.230966268,4.257815109,1.441684259,11.18402672
2246,2019,9.159618772,4.138501308,1.414606915,11.10921623
2248,2019,9.159618772,4.138501308,1.414606915,11.10921623
2259,2019,9.159618772,4.138501308,1.414606915,11.10921623
2265,2019,9.024189224,4.018956028,1.339920718,10.6870263
2269,2019,9.16291924,4.17187391,1.463548775,10.88252225
227,2019,12.62447666,5.635463347,2.260554761,14.50562907
2275,2019,9.139527557,4.20383369,1.447612915,10.83950629
2278,2019,9.030134633,4.133683309,1.419744715,10.59054434
228,2019,12.57521144,5.570990771,2.184028492,14.54397304
2283,2019,8.755820955,3.877172246,1.281841029,10.51947105
2287,2019,7.618807667,3.123728245,0.938704559,9.117022498
2295,2019,9.030134633,4.133683309,1.419744715,10.59054434
2307,2019,8.145134555,3.520637073,1.154030502,9.661897797
2319,2019,7.646978124,2.988818984,0.929046547,8.871584194
2320,2019,7.646978124,2.988818984,0.929046547,8.871584194
2326,2019,7.054622191,2.852422475,0.891869467,8.357073685
233,2019,12.62447666,5.635463347,2.260554761,14.50562907
2332,2019,7.226296785,2.836903661,0.912199695,8.305187747
2334,2019,7.3516185,2.804549825,0.918001241,8.402194252
2335,2019,7.354741616,2.823307967,0.928779832,8.45551454
234,2019,14.15736595,5.956693994,2.397759152,16.15509593
2340,2019,8.152171535,2.984382336,1.031786606,9.175812693
2344,2019,9.491777694,4.255099877,1.507038533,11.01242687
2346,2019,9.491777694,4.255099877,1.507038533,11.01242687
2353,2019,9.56384495,4.14929782,1.445642841,10.98827841
2373,2019,7.183383519,3.098781292,0.970852886,8.405947864
2374,2019,7.317129878,3.154761391,0.970983305,8.667288485
2380,2019,7.146993328,3.040683187,0.952564195,8.308764433
239,2019,9.701418895,4.690828517,1.980466271,10.96642352
2394,2019,9.388288638,3.980584706,1.358950899,10.79243591
240,2019,11.34660178,5.114612328,2.138210692,13.08388309
2419,2019,7.357676122,3.120911675,0.921914041,8.688201644
242,2019,10.26513854,4.853488618,2.049147351,11.68681334
243,2019,11.34660178,5.114612328,2.138210692,13.08388309
2432,2019,7.414052383,3.186212361,0.92103343,8.884799053
2436,2019,7.030188042,2.978829873,0.91590579,8.137377661
245,2019,11.34660178,5.114612328,2.138210692,13.08388309
2450,2019,9.82949963,4.092709629,1.477067514,10.98832843
2451,2019,9.82949963,4.092709629,1.477067514,10.98832843
2464,2019,7.146993328,3.040683187,0.952564195,8.308764433
2466,2019,7.030946338,2.987438926,0.921232195,8.192260082
2476,2019,6.851650427,2.946624399,0.917456995,7.908753426
2478,2019,6.851650427,2.946624399,0.917456995,7.908753426
248,2019,10.26513854,4.853488618,2.049147351,11.68681334
249,2019,10.16422405,4.842468843,2.060162063,11.52413547
2492,2019,6.812041749,2.918070858,0.929306781,7.494149314
2496,2019,6.740177646,2.897225997,0.940212211,7.423300297
2504,2019,6.740177646,2.897225997,0.940212211,7.423300297
2511,2019,6.545789994,2.849795278,0.926490574,6.982988801
2514,2019,7.305411961,3.209315638,1.028136929,8.579141239
252,2019,10.26513854,4.853488618,2.049147351,11.68681334
2525,2019,7.74114009,3.401437542,1.118724869,8.981708406
253,2019,10.26513854,4.853488618,2.049147351,11.68681334
2533,2019,7.305411961,3.209315638,1.028136929,8.579141239
2538,2019,6.987594631,3.048397486,0.944635037,8.209156833
2539,2019,7.305411961,3.209315638,1.028136929,8.579141239
2548,2019,6.975028217,3.071841699,0.957530322,8.097618898
2556,2019,6.783276576,2.961689693,0.920196187,7.846871847
256,2019,10.16422405,4.842468843,2.060162063,11.52413547
2567,2019,6.609882606,2.888100921,0.892768683,7.629864594
2571,2019,6.59479363,2.885037916,0.919028249,7.470400713
2574,2019,6.59479363,2.885037916,0.919028249,7.470400713
2580,2019,6.581375134,2.852634712,0.907270935,7.321389572
2589,2019,6.549776925,2.857220958,0.89696616,7.44044276
2593,2019,6.563048206,2.857836357,0.910709074,7.224934993
2597,2019,6.732270828,2.877649895,0.950082112,7.149668605
2603,2019,6.357879929,2.838458687,0.895517361,7.156097242
2607,2019,6.357879929,2.838458687,0.895517361,7.156097242
2615,2019,6.441079436,2.845271271,0.927692156,7.003690939
2627,2019,6.834106094,2.885208267,0.958095021,7.129704516
2630,2019,6.326058763,2.836725938,0.910833043,6.975392964
2631,2019,6.326058763,2.836725938,0.910833043,6.975392964
2634,2019,6.326058763,2.836725938,0.910833043,6.975392964
2637,2019,6.396990513,2.851517664,0.91067477,6.933176106
2643,2019,6.277913039,2.847723273,0.920364882,6.873688924
2650,2019,6.131022863,2.79408127,0.874713956,6.768869164
2651,2019,6.396990513,2.851517664,0.91067477,6.933176106
2652,2019,6.131022863,2.79408127,0.874713956,6.768869164
2659,2019,6.054588181,2.865151144,0.875040393,6.652125631
2661,2019,6.131022863,2.79408127,0.874713956,6.768869164
2677,2019,5.834639008,3.067963159,0.922796541,6.436789769
2682,2019,5.838507137,3.174169587,0.936269974,6.416285822
2688,2019,6.054588181,2.865151144,0.875040393,6.652125631
269,2019,10.97806659,5.04294252,2.157166618,12.45460965
2696,2019,6.045713486,3.154066817,0.944809821,6.395090427
2698,2019,5.924091428,3.252825544,0.978965503,6.222900152
270,2019,10.59036087,4.961592156,2.09838269,12.02058201
2721,2019,8.988008931,4.167722686,1.529947209,10.6376003
2724,2019,10.33223617,4.782534685,1.70325768,12.04274739
2737,2019,9.244572634,4.306881325,1.573758116,11.03406821
2738,2019,9.244572634,4.306881325,1.573758116,11.03406821
2740,2019,10.84483546,4.886620141,1.728891595,12.85793658
275,2019,12.04889399,5.293567411,2.272616715,13.72969756
2751,2019,11.50426343,5.153993611,1.772199835,13.64517705
2754,2019,10.84483546,4.886620141,1.728891595,12.85793658
276,2019,13.82318961,5.762535987,2.533570802,15.79547157
2762,2019,10.84483546,4.886620141,1.728891595,12.85793658
277,2019,13.82318961,5.762535987,2.533570802,15.79547157
2770,2019,11.44875221,4.985555938,1.727240032,13.9510087
278,2019,13.82318961,5.762535987,2.533570802,15.79547157
2781,2019,11.62832888,5.252391637,1.787649753,14.17328951
2782,2019,11.62832888,5.252391637,1.787649753,14.17328951
2785,2019,10.92229342,4.805402623,1.652035796,13.18893446
2796,2019,10.28228736,4.844715807,1.661042823,12.74232115
2800,2019,8.809487082,4.209816053,1.520049414,10.87751968
281,2019,10.97806659,5.04294252,2.157166618,12.45460965
2811,2019,9.995953972,4.705226287,1.614027049,12.44164959
2830,2019,10.60807434,4.941640796,1.673053185,13.10502372
2839,2019,9.841702427,4.610916838,1.611706917,11.96451685
284,2019,10.97806659,5.04294252,2.157166618,12.45460965
2842,2019,9.841702427,4.610916838,1.611706917,11.96451685
2848,2019,9.827734928,4.549417237,1.574914119,11.91913521
2853,2019,9.827734928,4.549417237,1.574914119,11.91913521
2859,2019,7.843940037,3.716445812,1.478712933,9.407292163
2860,2019,8.907545628,4.29008445,1.554840297,11.0135937
2861,2019,8.907545628,4.29008445,1.554840297,11.0135937
287,2019,10.16422405,4.842468843,2.060162063,11.52413547
2879,2019,10.1362995,4.747640541,1.583836872,12.71933231
2880,2019,10.1362995,4.747640541,1.583836872,12.71933231
2884,2019,12.97746577,5.383884883,1.789895127,16.19213004
2890,2019,9.664193625,4.545213448,1.544554789,12.04002266
2891,2019,9.664193625,4.545213448,1.544554789,12.04002266
2892,2019,8.720503651,4.164987636,1.502780031,10.63973256
2893,2019,9.664193625,4.545213448,1.544554789,12.04002266
2898,2019,10.20779853,4.769446369,1.588624469,12.81339647
290,2019,10.16422405,4.842468843,2.060162063,11.52413547
2902,2019,9.790160317,4.549131202,1.530019296,12.19787414
2908,2019,10.14794975,4.585661528,1.532257549,12.61222818
291,2019,10.48860346,4.907410101,2.077849743,11.9215188
2912,2019,9.790160317,4.549131202,1.530019296,12.19787414
292,2019,10.48860346,4.907410101,2.077849743,11.9215188
2949,2019,9.71653187,4.560593858,1.52958383,12.05124983
2950,2019,10.09687228,4.571803868,1.520297098,12.49935999
2953,2019,11.65675982,5.023222361,1.66258852,14.3142707
2963,2019,9.71653187,4.560593858,1.52958383,12.05124983
2969,2019,10.53420214,4.781831566,1.654674584,12.80052808
297,2019,10.48860346,4.907410101,2.077849743,11.9215188
2970,2019,9.3618635,4.221673969,1.413973156,11.40693104
2985,2019,8.339236111,3.846710941,1.283859785,10.01256447
2986,2019,8.282353736,3.854665519,1.28270924,9.933913858
2989,2019,8.052275215,3.67710173,1.219772577,9.581740654
3002,2019,8.220458758,3.762074027,1.250947792,9.811684702
3021,2019,9.012866719,3.866956473,1.283983714,10.46584741
3022,2019,9.012866719,3.866956473,1.283983714,10.46584741
3030,2019,10.37165546,4.251278124,1.391372309,11.70253638
3034,2019,9.178473059,4.406680675,1.486451351,11.17029669
3036,2019,9.178473059,4.406680675,1.486451351,11.17029669
304,2019,11.46647854,5.264649825,2.251814568,12.98854439
305015,2019,6.971190315,3.419923024,0.947380705,8.358698371
305018,2019,11.35100723,4.870089561,1.287710501,13.50125702
