,STRM_ORDER,LifeStage,dens,yr,PopGrp,ID_Num,UTM_E,UTM_N,WidthM,W3Dppt,MWMT_Index,StrmPow,SprPpt,IP_COHO,SolMean,StrmSlope,OUT_DIST,Panel,UTM_E_km,UTM_N_km,fYr,fSTRM_ORDER,est,2020 Temporal,2020 Survey,2021 Temporal,2021 Survey,,est_non_rf,est_rf,omega_s,epsilon_st
11,4,rear,91,1998,Alsea,3157,457122,4919283,0.778157981,-0.618164201,1.280197824,0.01705325,-0.467843614,0.664764567,0.19154114,-0.435641898,-0.120600318,annual,457.122,4919.283,1998,4,5.757968112,316.7041673,319.6087326,316.3019717,318.5799711,,3.659305735,2.098662377,2.926448367,-0.82778599
12,3,rear,12,1998,NCDependent,130,428327,4991139,-0.70390125,0.349495572,-1.51627427,-0.414020011,-0.365848353,-0.448885735,0.469895473,1.945469299,-1.062683075,annual,428.327,4991.139,1998,3,2.993089594,19.94721618,20.58065891,19.35498251,19.98074238,,1.824096552,1.168993042,2.098900105,-0.929907063
13,3,rear,62,1998,Siuslaw,2161,429131,4889946,-0.114264782,-0.725681954,0.001810581,-0.661007576,-0.178857041,-0.003425614,1.243949304,-0.095483156,-0.243996548,annual,429.131,4889.946,1998,3,5.281433339,196.6515418,244.8313953,195.2024705,239.7046824,,2.824543679,2.45688966,3.247369156,-0.790479495
14,4,rear,116,1998,Siuslaw,2556,454405,4861318,-0.528603921,-0.919213908,2.318887459,-0.625825175,-0.051362964,0.976586651,0.153410409,-1.115959383,0.114327121,annual,454.405,4861.318,1998,4,4.125926977,61.92518585,65.34248876,61.32828263,64.71396941,,3.985647192,0.140279784,0.77459704,-0.634317256
15,4,rear,30,1998,MCDependent,2738,411500,4891411,1.001263672,-0.682674853,0.521155399,-0.56860935,-0.238354277,0.08566641,1.854040993,-0.775800641,-1.14573823,annual,411.5,4891.411,1998,4,4.731497108,113.4653051,112.611938,113.5717061,112.6977197,,3.557226478,1.17427063,1.986215709,-0.811945079
16,4,rear,81,1998,MCDependent,2796,415120,4902052,0.443499445,-0.596660651,-0.317786229,-0.569320106,-0.136359015,-0.047971626,2.795870038,-0.435641898,-1.111329666,annual,415.12,4902.052,1998,4,4.548265124,94.46837517,115.1675884,92.4950663,112.7716972,,3.550250692,0.998014432,1.835163315,-0.837148883
17,4,rear,38,1998,Coos,5323,412595,4797053,-0.735773491,-0.747185504,-0.237887027,-0.789298959,0.407615711,-0.76070782,-0.525316595,1.605310557,-0.649780305,annual,412.595,4797.053,1998,4,4.760288869,116.779655,117.5314996,117.9472811,118.4322059,,2.676114192,2.084174676,2.630960339,-0.546785662
18,5,rear,1855,1998,Coos,5523,445459,4787416,-0.002711936,-0.919213908,0.720903406,1.657832514,0.586107418,-0.315247699,-0.986698435,-0.435641898,0.107208107,annual,445.459,4787.416,1998,5,6.913239804,1005.499592,994.804124,1013.812041,1001.327335,,3.551767594,3.36147221,3.785112403,-0.423640193
19,5,rear,943,1998,Coos,5638,429106,4807755,-0.193945385,-0.295610944,0.081709784,0.087418053,0.628605443,0.041120398,-0.571073471,-0.435641898,-0.316373183,annual,429.106,4807.755,1998,5,6.5634409,708.7060905,712.7272509,723.5545975,725.5693975,,3.619572274,2.943868626,3.439746802,-0.495878176
20,5,rear,783,1998,Coquille,4699,409489,4744428,-0.193945385,-0.532149999,1.16034902,-0.606990152,0.603106628,0.041120398,-0.063934755,-0.775800641,0.171279227,annual,409.489,4744.428,1998,5,5.870586198,354.4567012,355.766221,348.7020651,349.699033,,3.828221311,2.042364887,2.569127837,-0.52676295
21,4,rear,0,1998,Coquille,4794,413620,4770016,-0.687965129,-1.00522811,0.481205798,-0.4189953,0.475612552,-0.181609663,-0.49481201,0.924993072,-0.318746187,annual,413.62,4770.016,1998,4,4.523699864,92.17600652,93.12971508,93.43853059,94.39730114,,3.042697583,1.48100228,2.003897027,-0.522894746
22,4,rear,178,1998,Floras,4054,391363,4760222,-0.528603921,-0.317114494,0.641004203,-0.520988726,0.569108208,1.065678675,-3.377495242,-0.775800641,-0.972508907,annual,391.363,4760.222,1998,4,5.473168989,238.2138952,239.1754039,241.2485525,241.969389,,3.584677892,1.888491097,2.495257442,-0.606766345
23,6,rear,2,1998,Sixes,4006,393170,4739878,0.316010479,0.650545279,1.280197824,-0.749852024,1.453067138,0.130212422,-0.296532211,-0.775800641,-0.805212095,annual,393.17,4739.878,1998,6,1.642152347,5.166277175,4.84986621,5.346200931,5.01104174,,3.037377646,-1.395225299,-0.805574299,-0.589651001
24,4,rear,386,1998,Nehalem,1470,492111,5088301,0.140713151,-0.768689055,0.121659385,-0.335126141,-0.731331372,0.130212422,0.042831291,-0.435641898,0.530789398,three,492.111,5088.301,1998,4,4.280233885,72.25733793,71.5681385,73.72730197,72.87930779,,3.945054513,0.335179372,0.91775244,-0.582573069
25,5,rear,1214,1998,Tillamook Bay,827,444780,5052180,1.128752638,1.381665996,-0.317786229,0.399795132,-0.000365334,-0.137063651,-0.437615914,-0.435641898,-0.622490754,three,444.78,5052.18,1998,5,5.774034223,321.8334651,316.4046101,324.2858834,318.2223746,,3.474822077,2.299212146,3.132524162,-0.833312016
26,5,rear,331,1998,Tillamook Bay,870,434376,5051987,1.686516864,0.69355238,-0.437635033,-0.315224985,-0.178857041,-0.047971626,-0.178326947,-0.775800641,-0.944032854,three,434.376,5051.987,1998,5,5.360553549,212.8427328,205.6009791,213.0583192,205.3240094,,3.586590959,1.77396259,2.623179505,-0.849216915
27,4,rear,11,1998,Nestucca,210,430370,5002894,-0.018648057,0.069949415,-0.597433439,-0.443871746,-0.297851512,-1.785266097,0.511839277,0.924993072,-0.961830387,three,430.37,5002.894,1998,4,3.260623085,26.06577327,25.73718855,25.63331265,25.25170323,,2.734779077,0.525844007,1.45525406,-0.929410052
28,4,rear,2,1998,Nestucca,234,439602,5002187,-0.146137023,0.779566582,-0.91703025,0.226726147,-0.280852302,-0.76070782,1.304958473,1.605310557,-0.758938508,three,439.602,5002.187,1998,4,3.949108128,51.88906779,52.88217429,50.41314939,51.41387501,,2.700716363,1.248391766,2.177869086,-0.929477321
29,4,rear,34,1998,Nestucca,269,435377,5018564,-0.114264782,0.134460067,-0.517534236,0.225660014,-0.408346379,1.021132663,-0.422363622,0.584834329,-0.750632993,three,435.377,5018.564,1998,4,4.301438228,73.80586704,74.526191,72.57365696,73.25245098,,3.298405942,1.003032285,1.916053413,-0.913021128
30,4,rear,45,1998,Yaquina,3311,438174,4935483,-0.146137023,-0.854703257,0.920651412,-0.330150852,-0.450844404,-0.226155675,-0.796044782,-0.435641898,-0.456380444,three,438.174,4935.483,1998,4,5.494728077,243.4053298,243.7521368,253.5736483,252.2935325,,3.474100204,2.020627874,2.917523067,-0.896895193
31,4,rear,416,1998,Alsea,2880,425614,4926497,-0.114264782,-0.747185504,0.081709784,-0.470169702,-0.212855461,-0.181609663,2.574711801,0.244675587,-0.823009628,three,425.614,4926.497,1998,4,5.359147278,212.5436285,214.1100213,217.3474817,218.9681964,,3.304749456,2.054397822,2.934867122,-0.8804693
32,4,rear,0,1998,Alsea,3030,451425,4900177,-0.130200902,-0.55365355,-1.116778256,-0.763711758,-0.323350328,0.130212422,-0.273653773,1.605310557,-0.232131526,three,451.425,4900.177,1998,4,5.271870145,194.7798887,185.787811,194.2924936,183.402765,,3.04270861,2.229161535,3.002241854,-0.773080319
33,3,rear,6,1998,Alsea,3117,441286,4911463,-0.70390125,-0.790192605,0.241508189,-0.425747478,-0.425345589,-0.003425614,0.996099555,1.265151814,-0.442142417,three,441.286,4911.463,1998,3,3.428681244,30.83595084,35.40559435,32.0991342,36.92621334,,2.193411453,1.235269792,2.081251417,-0.845981626
34,3,rear,147,1998,Siuslaw,2016,423690,4888090,-0.592348405,-0.5751571,0.161608987,-0.514591926,0.042132692,0.976586651,2.27347903,-0.095483156,-0.561979141,three,423.69,4888.09,1998,3,5.532903427,252.8770563,181.0478889,254.9078002,179.3688413,,2.890723612,2.642179816,3.441137094,-0.798957278
35,3,rear,508,1998,Siuslaw,2275,442196,4883091,-0.385178835,-0.596660651,0.561105,-0.164544801,-0.07686178,-0.448885735,0.382194793,0.584834329,-0.465872462,three,442.196,4883.091,1998,3,4.338412199,76.58583964,78.95770001,74.15313326,77.87988728,,2.303498808,2.034913391,2.754707757,-0.719794366
36,6,rear,0,1998,Siuslaw,2539,449445,4863632,2.84985368,-1.00522811,2.438736264,-0.699743755,-0.204355856,1.733868857,0.386007866,-1.115959383,-0.038731665,three,449.445,4863.632,1998,6,4.483007584,88.50044534,70.21485094,90.86565914,72.29146843,,3.544447975,0.938559609,1.586504416,-0.647944807
37,6,rear,0,1998,Siuslaw,2567,459251,4858846,2.531131265,-1.091242312,2.119139453,0.829091504,-0.221355066,0.041120398,0.386007866,-1.115959383,0.286369942,three,459.251,4858.846,1998,6,3.69007331,40.04778274,36.96091255,41.4671256,37.39627579,,3.369529537,0.320543773,0.939608828,-0.619065055
38,4,rear,57,1998,Siuslaw,2580,460292,4856775,-0.480795559,-1.112745863,-0.197937425,-0.672735043,-0.051362964,0.842948615,0.813072048,-0.435641898,0.380103617,three,460.292,4856.775,1998,4,4.572518208,96.78753427,96.29408947,94.87591017,93.07367354,,4.096722169,0.475796039,1.086819836,-0.611023797
39,5,rear,205,1998,MCDependent,2839,422999,4902961,-0.114264782,-0.682674853,-0.118038223,0.033045251,-0.051362964,-0.003425614,1.541369003,0.244675587,-0.946405858,three,422.999,4902.961,1998,5,5.103885148,164.6603961,115.6181048,166.5305364,115.7625319,,3.26460799,1.839277157,2.675786041,-0.836508883
40,5,rear,311,1998,Coos,5634,428656,4807280,-0.162073144,-0.295610944,0.201558588,0.851124927,0.628605443,0.397488494,-0.639708787,-0.775800641,-0.323492196,three,428.656,4807.28,1998,5,6.631904684,758.9263099,766.9032342,773.6006428,779.5478235,,3.759624226,2.872280458,3.369009574,-0.496729116
41,3,rear,0,1998,Coos,5670,415865,4814945,-0.831390216,-0.403128696,-0.517534236,0.639319763,0.416115316,-0.805253832,0.816885122,2.285628042,-0.459939951,three,415.865,4814.945,1998,3,3.832567373,46.18094989,46.59172719,45.54047861,46.10591704,,1.674346806,2.158220567,2.710680205,-0.552459638
42,4,rear,381,1998,Coquille,4648,401248,4755072,-0.70390125,-0.919213908,-0.118038223,0.38558002,0.144127953,-0.716161808,-0.380419819,0.244675587,-0.093310767,three,401.248,4755.072,1998,4,4.954120099,141.7578186,134.5650282,167.831141,161.6981522,,3.347541092,1.606579006,2.168629447,-0.56205044
43,4,rear,361,1998,Coquille,4797,414469,4773036,-0.544540042,-1.155752964,1.479945831,-0.592419662,0.390616501,0.798402603,0.42795167,-0.775800641,-0.252302063,three,414.469,4773.036,1998,4,5.50785484,246.6215166,244.1546398,252.4396629,249.3454575,,3.815992111,1.691862729,2.212854915,-0.520992186
44,4,rear,498,1998,Coquille,5008,428526,4787552,-0.672029008,-0.532149999,-0.477584635,-0.04087333,1.104583329,-0.805253832,0.435577816,2.285628042,0.316032497,three,428.526,4787.552,1998,4,5.449711978,232.6911362,239.6557176,229.7920454,236.8171037,,2.69837722,2.751334758,3.221802201,-0.470467443
45,6,rear,53,1998,Coquille,5036,412368,4783800,0.316010479,-1.069738762,1.559845034,-0.670602777,0.32261966,1.733868857,0.267802601,-1.115959383,0.003982415,three,412.368,4783.8,1998,6,5.649106804,284.0376513,287.9754763,281.9346108,285.846166,,3.709763582,1.939343222,2.476638606,-0.537295384
46,6,rear,12,1998,Floras,4107,385385,4752051,0.252265996,0.887084334,2.278937858,-0.749496646,1.444567533,0.130212422,-0.300345284,-1.115959383,-1.004544467,three,385.385,4752.051,1998,6,5.006966539,149.4506949,145.8477344,151.6589183,147.6357103,,2.991362505,2.015604034,2.640106069,-0.624502036
47,5,rear,49,1998,Sixes,4020,402322,4741557,-0.034584178,0.112956516,1.719643439,-0.37883761,1.164080564,1.778414869,-0.208831531,-1.115959383,-0.652153309,three,402.322,4741.557,1998,5,4.280128276,72.24970729,72.138763,73.59208418,73.2413339,,3.870131433,0.409996842,0.964039797,-0.554042955
48,4,rear,2,1998,Nehalem,942,435694,5070608,-0.146137023,0.71505593,1.200298622,-0.58317984,-0.204355856,-1.473444013,0.206793432,-1.115959383,-0.89894577,nine,435.694,5070.608,1998,4,4.171653009,64.8225158,62.34117743,64.11546258,61.24111375,,3.388750276,0.782902733,1.59864793,-0.815745197
49,4,rear,13,1998,Nehalem,1273,459640,5093908,0.092904788,1.639708602,-0.837131047,-0.635064997,0.135628348,0.709310579,-0.235523042,-0.095483156,-0.013815118,nine,459.64,5093.908,1998,4,5.380892735,217.2161053,216.8339385,214.0652584,213.6672155,,3.772798982,1.608093753,2.335708295,-0.727614542
50,4,rear,948,1998,Nehalem,1716,476382,5065535,0.172585392,-0.403128696,0.521155399,-0.384523654,-0.773829398,1.422046772,1.034230286,-0.775800641,1.006576785,nine,476.382,5065.535,1998,4,6.095149517,443.7003809,444.9990962,458.3948218,458.9661249,,4.400897046,1.694252471,2.386283483,-0.692031011
51,5,rear,0,1998,Tillamook Bay,662,462550,5044490,0.491307807,1.080616289,-0.717282243,1.141823961,0.161127163,-0.849799844,-1.162099795,-0.095483156,-0.394682329,nine,462.55,5044.49,1998,5,5.093401305,162.9431398,151.7783634,164.3458899,151.8517959,,3.311606663,1.781794641,2.597314997,-0.815520356
52,4,rear,0,1998,Alsea,2953,437059,4919492,-0.034584178,-0.618164201,-0.357735831,1.581781667,-0.263853092,-2.05254217,-0.563447325,0.584834329,-0.713851424,nine,437.059,4919.492,1998,4,4.408763983,82.16783983,92.71793106,86.87834073,97.21513905,,2.77575619,1.633007792,2.504261031,-0.871253239
53,4,rear,0,1998,Alsea,3036,430604,4908000,-0.305498231,-0.725681954,-0.437635033,-0.75695958,-0.263853092,1.689322844,0.473708546,1.265151814,-0.515705555,nine,430.604,4908,1998,4,4.973232097,144.4931493,149.5416116,144.5038445,151.562003,,3.283069897,1.6901622,2.540014713,-0.849852513
54,4,rear,527,1998,Siuslaw,2233,443700,4887438,-0.480795559,-0.596660651,0.521155399,0.944589286,-0.07686178,-2.007996158,1.247762377,0.924993072,-0.323492196,nine,443.7,4887.438,1998,4,4.957486551,142.2358437,151.0264551,143.56614,152.5165805,,2.75354003,2.203946521,2.939175005,-0.735228483
55,3,rear,0,1998,Siuslaw,2320,458712,4889885,-0.624220646,-1.048235211,-0.677332642,-0.378126854,-0.399846773,-1.829812109,-0.121130851,2.285628042,-0.187044441,nine,458.712,4889.885,1998,3,2.544126235,12.73209836,13.33997662,13.02370536,13.63590227,,1.656414391,0.887711844,1.608243286,-0.720531443
56,3,rear,0,1998,Siuslaw,2593,466183,4862160,-0.990751424,-1.091242312,-0.277836628,-0.225314404,-0.195856251,0.130212422,-1.612042416,1.265151814,0.482142807,nine,466.183,4862.16,1998,3,2.489296687,12.05279625,14.31861018,12.29672705,14.35621864,,2.471267033,0.018029654,0.63626602,-0.618236366
57,4,rear,0,1998,Siuslaw,2698,486906,4856403,-0.576412284,-1.198760065,0.401306595,0.030557606,0.254622819,0.442034506,-0.479559718,-0.435641898,1.036239341,nine,486.906,4856.403,1998,4,2.642606499,14.04977666,12.83186165,13.80811175,12.6532909,,4.091149078,-1.448542579,-0.893156285,-0.555386294
58,4,rear,1,1998,MCDependent,2785,423899,4896732,-0.114264782,-0.682674853,-0.63738304,-0.513170415,-0.034363754,-0.137063651,2.605216386,0.584834329,-0.965389893,nine,423.899,4896.732,1998,4,5.140756452,170.8449554,179.9054441,166.9574645,173.8904882,,3.214684224,1.926072228,2.748678541,-0.822606313
59,3,rear,0,1998,Coos,5437,438692,4782592,-0.831390216,-0.811696156,-0.63738304,-0.76335638,1.436067927,-1.607082049,0.145784263,-0.095483156,0.09771609,nine,438.692,4782.592,1998,3,5.540207686,254.7308981,255.2114803,245.9392291,247.0994485,,2.71725569,2.822951996,3.26491602,-0.441964024
60,4,rear,1150,1998,Coos,5581,419445,4813997,-0.656092888,-0.231100292,0.041760183,-0.575006151,0.33961887,-0.894345856,-0.365167526,-0.095483156,-0.531130083,nine,419.445,4813.997,1998,4,5.765328941,319.0439736,314.2653363,312.2505895,306.9563829,,3.323269584,2.442059358,2.980493006,-0.538433649
61,6,rear,532,1998,Coos,5674,418416,4815777,0.12477703,-0.231100292,1.200298622,-0.060063731,0.33961887,0.130212422,0.008513633,-0.775800641,-0.386376813,nine,418.416,4815.777,1998,6,5.734733128,309.4303814,301.656651,305.9997177,297.7806388,,3.202272948,2.53246018,3.076976456,-0.544516275
62,2,rear,0,1998,Coos,5790,409200,4808385,-0.879198578,-0.661171302,0.121659385,0.254445615,0.433114526,0.753856591,-1.303183499,0.244675587,-0.849112677,nine,409.2,4808.385,1998,2,3.505877999,33.31067774,33.72371129,34.82953257,35.44330598,,1.640464583,1.865413415,2.434991584,-0.569578169
63,3,rear,11,1998,Coquille,4313,397920,4773852,-0.767645733,-0.661171302,0.081709784,-0.466971302,0.37361729,-1.161621928,-1.23073511,0.244675587,-0.52401107,nine,397.92,4773.852,1998,3,3.019611528,20.48333294,20.301515,20.80430386,20.63313536,,2.332254918,0.68735661,1.27458595,-0.587229341
64,5,rear,0,1998,Coquille,4691,409867,4744564,-0.193945385,-0.532149999,1.16034902,-0.606990152,0.603106628,0.397488494,-0.063934755,-0.775800641,0.166533218,nine,409.867,4744.564,1998,5,5.924289697,374.0126786,376.9935107,367.4991022,370.205502,,3.88117127,2.043118427,2.568597964,-0.525479537
65,5,rear,99,1998,Coquille,5096,416398,4790117,0.108840909,-0.725681954,0.880701811,-0.633998864,0.390616501,0.798402603,0.065709729,-1.115959383,0.138057165,nine,416.398,4790.117,1998,5,6.275936001,531.6237492,523.5960575,530.114149,521.4680127,,4.10977988,2.166156121,2.690487623,-0.524331502
66,4,rear,0,1998,Floras,4074,380748,4756565,-0.512667801,-0.467639348,1.519895433,-0.75695958,0.365117685,1.689322844,2.593777166,-0.775800641,-1.041326035,nine,380.748,4756.565,1998,4,5.458189146,234.6720825,232.6896026,221.4712436,219.6382311,,3.768618799,1.689570348,2.332876522,-0.643306175
67,4,rear,0,1998,Nehalem,1078,451393,5059543,0.236329875,1.897751208,-1.396425466,1.84191821,0.246123214,-0.359793711,-0.147822362,2.285628042,-0.665204833,once,451.393,5059.543,1998,4,4.183687564,65.60733893,69.35623271,65.35410215,69.29577304,,2.412592044,1.771095519,2.578008423,-0.806912904
68,4,rear,0,1998,Nehalem,1409,478579,5098343,-0.369242714,-0.080575439,-0.118038223,0.578194783,-0.450844404,0.263850458,-0.49481201,0.584834329,0.36586559,once,478.579,5098.343,1998,4,4.034274393,56.50190719,56.27946991,55.53620037,55.29658445,,3.469292233,0.56498216,1.212670371,-0.647688211
69,3,rear,0,1998,Tillamook Bay,461,443297,5028599,-0.337370472,1.317155344,-1.036879054,0.574285627,-0.1108602,-0.003425614,0.885520437,2.625786784,-0.706732411,once,443.297,5028.599,1998,3,3.863600698,47.63656781,55.49857911,47.47072534,55.92097855,,1.605525625,2.258075072,3.150404287,-0.892329215
70,3,rear,0,1998,Tillamook Bay,563,461965,5023630,-0.146137023,1.403169546,-1.356475864,2.90876234,-0.102360595,-0.76070782,-0.197392312,1.265151814,-0.330611209,once,461.965,5023.63,1998,3,4.311640648,74.56271985,95.49091919,75.00296846,95.89074428,,2.04836027,2.263280378,3.129771001,-0.866490623
71,5,rear,0,1998,Tillamook Bay,660,458162,5041092,0.268202117,1.188134041,-0.517534236,0.533061804,0.229124004,-0.627069783,-1.23073511,1.265151814,-0.459939951,once,458.162,5041.092,1998,5,4.680027999,107.7730901,98.54914746,109.9897327,101.0333519,,2.781049287,1.898978712,2.735204721,-0.836226009
72,6,rear,192,1998,Tillamook Bay,799,437704,5048237,2.881725922,1.274148243,0.321407392,0.220684725,-0.034363754,-0.137063651,-0.342289088,-0.775800641,-0.755379002,once,437.704,5048.237,1998,6,5.294740323,199.2858693,189.8578285,205.5656593,194.8572393,,3.031533876,2.263206447,3.117430461,-0.854224014
73,5,rear,0,1998,Tillamook Bay,806,444244,5049298,0.873774706,1.381665996,-0.477584635,-0.640395664,-0.000365334,-0.181609663,-0.609204202,-0.435641898,-0.645034296,once,444.244,5049.298,1998,5,6.026089519,414.0925581,405.944522,418.3099246,408.572525,,3.523389207,2.502700313,3.343286424,-0.840586111
74,4,rear,60,1998,Nestucca,178,439742,4994119,-0.417051076,0.736559481,-0.797181446,-0.367110143,-0.323350328,-0.315247699,2.155273765,-0.775800641,-0.847926174,once,439.742,4994.119,1998,4,5.285373636,197.4279359,196.1546123,185.6369409,184.3520582,,3.743199539,1.542174097,2.478364629,-0.936190532
75,3,rear,471,1998,Siletz,3524,432884,4956400,-0.49673168,-0.252603843,0.241508189,-0.771885447,-0.467843614,-0.181609663,-1.429014909,-0.435641898,-0.246369552,once,432.884,4956.4,1998,3,4.413723444,82.57636022,85.09905727,83.24235946,86.17604096,,2.824000611,1.589722833,2.496819033,-0.9070962
76,5,rear,51,1998,Siletz,3728,433629,4972447,0.76222186,0.844077233,-0.557483838,0.184791568,-0.255353487,-0.315247699,0.225858798,-0.435641898,-0.786228059,once,433.629,4972.447,1998,5,5.784626758,325.2606164,336.4283583,328.258189,337.852508,,3.484115561,2.300511197,3.226638563,-0.926127366
77,3,rear,34,1998,Siletz,3757,429394,4976669,0.156649271,1.102119839,-0.91703025,-0.443871746,-0.221355066,-0.181609663,0.061896656,0.244675587,-0.980814422,once,429.394,4976.669,1998,3,4.30491428,74.06286652,74.26199265,72.22812356,72.42650075,,2.446160426,1.858753854,2.78420793,-0.925454077
78,5,rear,144,1998,Siuslaw,1972,418979,4877662,0.602860653,-0.510646449,1.080449818,-0.791075848,-0.085361385,1.511138796,1.400285299,-1.115959383,-0.806398597,once,418.979,4877.662,1998,5,5.932794044,377.2069756,380.4884378,392.1050014,396.7008957,,3.950539806,1.982254238,2.743611518,-0.761357279
79,5,rear,0,1998,Siuslaw,2340,459792,4900948,0.268202117,-1.048235211,-0.078088621,-0.137180711,-0.399846773,1.332954748,-0.429989768,1.265151814,0.02296645,once,459.792,4900.948,1998,5,4.515690555,91.44068908,94.38800849,93.04630648,95.97656475,,3.296522025,1.21916853,1.97783038,-0.758661849
80,2,rear,0,1998,Siuslaw,2450,443069,4867351,-0.735773491,-0.446135797,-0.437635033,0.209668013,0.254622819,-1.696174073,3.417400947,1.605310557,-0.197722961,once,443.069,4867.351,1998,2,3.084858201,21.86436629,17.81589021,22.48939151,18.35416987,,1.135347477,1.949510724,2.617470037,-0.667959313
81,3,rear,0,1998,Siuslaw,2571,456335,4855324,-0.799517974,-1.069738762,-0.797181446,-0.183024447,-0.034363754,-0.181609663,-1.253613549,1.265151814,0.357560074,once,456.335,4855.324,1998,3,3.263879984,26.15080526,27.53209251,26.20211396,27.65637785,,2.449067178,0.814812806,1.426430692,-0.611617886
82,6,rear,0,1998,Siuslaw,2661,474725,4851906,1.335922208,-1.134249413,1.200298622,-0.570386239,0.161127163,0.30839647,0.893146583,-1.115959383,0.829787955,once,474.725,4851.906,1998,6,3.856532947,47.30107141,44.05436599,47.49052389,44.18211001,,3.780634659,0.075898288,0.645346478,-0.56944819
83,3,rear,327,1998,Coos,5426,430663,4790098,-0.863262457,-0.661171302,-0.237887027,-0.630089708,1.002588068,-0.226155675,0.450830108,1.945469299,-0.035172158,once,430.663,4790.098,1998,3,4.778580631,118.9354169,123.4310537,116.7922711,121.2245486,,2.031708409,2.746872222,3.211998395,-0.465126174
84,5,rear,15,1998,Coos,5456,440787,4803963,-0.608284525,-0.98372456,0.041760183,-0.048336264,0.815596755,-0.448885735,-1.474771786,-0.095483156,-0.004323101,once,440.787,4803.963,1998,5,5.938116672,379.2200607,356.7956374,386.3466928,362.3050186,,3.507635334,2.430481338,2.89995782,-0.469476482
85,4,rear,1189,1998,Coos,5721,424520,4825606,-0.448923318,0.779566582,0.361356993,-0.353961164,0.178126373,0.575672543,0.370755574,-0.775800641,-0.03635866,once,424.52,4825.606,1998,4,6.811610743,908.3327196,899.5361536,897.3637716,885.7275732,,3.919827877,2.891782866,3.444579585,-0.552796719
